"";"parsed";"iucn"
"2225";"Formicivora melanogaster";"Formicivora melanogaster"
"2226";"Formicivora serrana";"Formicivora serrana"
"2227";"Drymophila ferruginea";"Drymophila ferruginea"
"2228";"Drymophila rubricollis";"Drymophila rubricollis"
"2229";"Drymophila caudata";"Drymophila caudata"
"2230";"Drymophila malura";"Drymophila malura"
"2231";"Euchrepomis callinota";"Euchrepomis callinota"
"2232";"Euchrepomis humeralis";"Euchrepomis humeralis"
"2233";"Euchrepomis sharpei";"Euchrepomis sharpei"
"2234";"Euchrepomis spodioptila";"Euchrepomis spodioptila"
"2235";"Pyriglena leucoptera";"Pyriglena leucoptera"
"2236";"Pyriglena atra";"Pyriglena atra"
"2237";"Rhopornis ardesiacus";"Rhopornis ardesiacus"
"2238";"Myrmoborus leucophrys";"Myrmoborus leucophrys"
"2239";"Myrmoborus lugubris";"Myrmoborus lugubris"
"2240";"Myrmoborus myotherinus";"Myrmoborus myotherinus"
"2241";"Myrmoborus melanurus";"Myrmoborus melanurus"
"2242";"Hypocnemoides maculicauda";"Hypocnemoides maculicauda"
"2243";"Myrmochanes hemileucus";"Myrmochanes hemileucus"
"2244";"Gymnocichla nudiceps";"Gymnocichla nudiceps"
"2245";"Percnostola rufifrons";"Percnostola rufifrons"
"2246";"Myrmelastes schistaceus";"Myrmelastes schistaceus"
"2247";"Myrmelastes caurensis";"Myrmelastes caurensis"
"2248";"Poliocrania exsul";"Poliocrania exsul"
"2249";"Myrmoderus ferrugineus";"Myrmoderus ferrugineus"
"2250";"Myrmoderus loricatus";"Myrmoderus loricatus"
"2251";"Sipia nigricauda";"Sipia nigricauda"
"2252";"Aprositornis disjuncta";"Aprositornis disjuncta"
"2253";"Ammonastes pelzelni";"Ammonastes pelzelni"
"2254";"Myrmelastes hyperythrus";"Myrmelastes hyperythrus"
"2255";"Akletos goeldii";"Akletos goeldii"
"2256";"Hafferia immaculata";"Hafferia immaculata"
"2257";"Ampelornis griseiceps";"Ampelornis griseiceps"
"2258";"Pithys albifrons";"Pithys albifrons"
"2259";"Gymnopithys rufigula";"Gymnopithys rufigula"
"2260";"Gymnopithys leucaspis";"Gymnopithys leucaspis"
"2261";"Oneillornis lunulatus";"Oneillornis lunulatus"
"2262";"Myrmornis torquata";"Myrmornis torquata"
"2263";"Rhegmatorhina melanosticta";"Rhegmatorhina melanosticta"
"2264";"Rhegmatorhina cristata";"Rhegmatorhina cristata"
"2265";"Rhegmatorhina berlepschi";"Rhegmatorhina berlepschi"
"2266";"Rhegmatorhina gymnops";"Rhegmatorhina gymnops"
"2267";"Hylophylax naevioides";"Hylophylax naevioides"
"2268";"Hylophylax naevius";"Hylophylax naevius"
"2269";"Phlegopsis nigromaculata";"Phlegopsis nigromaculata"
"2270";"Phlegopsis borbae";"Phlegopsis borbae"
"2271";"Phaenostictus mcleannani";"Phaenostictus mcleannani"
"2272";"Geositta cunicularia";"Geositta cunicularia"
"2273";"Geositta maritima";"Geositta maritima"
"2274";"Geositta peruviana";"Geositta peruviana"
"2275";"Geositta punensis";"Geositta punensis"
"2276";"Geositta saxicolina";"Geositta saxicolina"
"2277";"Geositta antarctica";"Geositta antarctica"
"2278";"Geositta rufipennis";"Geositta rufipennis"
"2279";"Geositta crassirostris";"Geositta crassirostris"
"2280";"Geositta tenuirostris";"Geositta tenuirostris"
"2281";"Tarphonomus harterti";"Tarphonomus harterti"
"2282";"Tarphonomus certhioides";"Tarphonomus certhioides"
"2283";"Ochetorhynchus ruficaudus";"Ochetorhynchus ruficaudus"
"2284";"Ochetorhynchus andaecola";"Ochetorhynchus andaecola"
"2285";"Upucerthia albigula";"Upucerthia albigula"
"2286";"Cinclodes comechingonus";"Cinclodes comechingonus"
"2287";"Cinclodes pabsti";"Cinclodes pabsti"
"2288";"Cinclodes oustaleti";"Cinclodes oustaleti"
"2289";"Cinclodes olrogi";"Cinclodes olrogi"
"2290";"Cinclodes excelsior";"Cinclodes excelsior"
"2291";"Cinclodes patagonicus";"Cinclodes patagonicus"
"2292";"Cinclodes taczanowskii";"Cinclodes taczanowskii"
"2293";"Cinclodes nigrofumosus";"Cinclodes nigrofumosus"
"2294";"Cinclodes antarcticus";"Cinclodes antarcticus"
"2295";"Cinclodes atacamensis";"Cinclodes atacamensis"
"2296";"Ochetorhynchus melanurus";"Ochetorhynchus melanurus"
"2297";"Furnarius minor";"Furnarius minor"
"2298";"Furnarius torridus";"Furnarius torridus"
"2299";"Furnarius rufus";"Furnarius rufus"
"2300";"Furnarius cristatus";"Furnarius cristatus"
"2301";"Leptasthenura fuliginiceps";"Leptasthenura fuliginiceps"
"2302";"Leptasthenura platensis";"Leptasthenura platensis"
"2303";"Leptasthenura aegithaloides";"Leptasthenura aegithaloides"
"2304";"Leptasthenura striolata";"Leptasthenura striolata"
"2305";"Leptasthenura pileata";"Leptasthenura pileata"
"2306";"Leptasthenura xenothorax";"Leptasthenura xenothorax"
"2307";"Leptasthenura striata";"Leptasthenura striata"
"2308";"Leptasthenura setaria";"Leptasthenura setaria"
"2309";"Asthenes coryi";"Asthenes coryi"
"2310";"Asthenes griseomurina";"Asthenes griseomurina"
"2311";"Asthenes palpebralis";"Asthenes palpebralis"
"2312";"Asthenes vilcabambae";"Asthenes vilcabambae"
"2313";"Asthenes harterti";"Asthenes harterti"
"2314";"Asthenes moreirae";"Asthenes moreirae"
"2315";"Schoeniophylax phryganophilus";"Schoeniophylax phryganophilus"
"2316";"Synallaxis ruficapilla";"Synallaxis ruficapilla"
"2317";"Synallaxis azarae";"Synallaxis azarae"
"2318";"Synallaxis courseni";"Synallaxis courseni"
"2319";"Synallaxis spixi";"Synallaxis spixi"
"2320";"Synallaxis albigularis";"Synallaxis albigularis"
"2321";"Synallaxis hypospodia";"Synallaxis hypospodia"
"2322";"Synallaxis infuscata";"Synallaxis infuscata"
"2323";"Synallaxis macconnelli";"Synallaxis macconnelli"
"2324";"Synallaxis subpudica";"Synallaxis subpudica"
"2325";"Synallaxis cinerascens";"Synallaxis cinerascens"
"2326";"Mazaria propinqua";"Mazaria propinqua"
"2327";"Synallaxis gujanensis";"Synallaxis gujanensis"
"2328";"Synallaxis albilora";"Synallaxis albilora"
"2329";"Synallaxis unirufa";"Synallaxis unirufa"
"2330";"Synallaxis stictothorax";"Synallaxis stictothorax"
"2331";"Synallaxis candei";"Synallaxis candei"
"2332";"Cranioleuca pallida";"Cranioleuca pallida"
"2333";"Cranioleuca subcristata";"Cranioleuca subcristata"
"2334";"Cranioleuca pyrrhophia";"Cranioleuca pyrrhophia"
"2335";"Cranioleuca obsoleta";"Cranioleuca obsoleta"
"2336";"Cranioleuca albiceps";"Cranioleuca albiceps"
"2337";"Cranioleuca semicinerea";"Cranioleuca semicinerea"
"2338";"Cranioleuca albicapilla";"Cranioleuca albicapilla"
"2339";"Thripophaga gutturata";"Thripophaga gutturata"
"2340";"Cranioleuca sulphurifera";"Cranioleuca sulphurifera"
"2341";"Certhiaxis cinnamomeus";"Certhiaxis cinnamomeus"
"2342";"Certhiaxis mustelinus";"Certhiaxis mustelinus"
"2343";"Asthenes baeri";"Asthenes baeri"
"2344";"Asthenes ottonis";"Asthenes ottonis"
"2345";"Pseudasthenes cactorum";"Pseudasthenes cactorum"
"2346";"Asthenes modesta";"Asthenes modesta"
"2347";"Pseudasthenes steinbachi";"Pseudasthenes steinbachi"
"2348";"Pseudasthenes humicola";"Pseudasthenes humicola"
"2349";"Pseudasthenes patagonica";"Pseudasthenes patagonica"
"2350";"Asthenes humilis";"Asthenes humilis"
"2351";"Asthenes anthoides";"Asthenes anthoides"
"2352";"Asthenes flammulata";"Asthenes flammulata"
"2353";"Thripophaga macroura";"Thripophaga macroura"
"2354";"Phacellodomus rufifrons";"Phacellodomus rufifrons"
"2355";"Phacellodomus striaticeps";"Phacellodomus striaticeps"
"2356";"Phacellodomus striaticollis";"Phacellodomus striaticollis"
"2357";"Phacellodomus ferrugineigula";"Phacellodomus ferrugineigula"
"2358";"Clibanornis dendrocolaptoides";"Clibanornis dendrocolaptoides"
"2359";"Spartonoica maluroides";"Spartonoica maluroides"
"2360";"Phleocryptes melanops";"Phleocryptes melanops"
"2361";"Limnornis curvirostris";"Limnornis curvirostris"
"2362";"Anumbius annumbi";"Anumbius annumbi"
"2363";"Coryphistera alaudina";"Coryphistera alaudina"
"2364";"Ochetorhynchus phoenicurus";"Ochetorhynchus phoenicurus"
"2365";"Siptornis striaticollis";"Siptornis striaticollis"
"2366";"Xenerpestes singularis";"Xenerpestes singularis"
"2367";"Roraimia adusta";"Roraimia adusta"
"2368";"Premnornis guttuliger";"Premnornis guttuliger"
"2369";"Premnoplex tatei";"Premnoplex tatei"
"2370";"Margarornis stellatus";"Margarornis stellatus"
"2371";"Margarornis squamiger";"Margarornis squamiger"
"2372";"Pseudoseisura gutturalis";"Pseudoseisura gutturalis"
"2373";"Pseudocolaptes boissonneauii";"Pseudocolaptes boissonneauii"
"2374";"Berlepschia rikeri";"Berlepschia rikeri"
"2375";"Cichlocolaptes leucophrus";"Cichlocolaptes leucophrus"
"2376";"Syndactyla guttulata";"Syndactyla guttulata"
"2377";"Syndactyla rufosuperciliata";"Syndactyla rufosuperciliata"
"2378";"Syndactyla ruficollis";"Syndactyla ruficollis"
"2379";"Anabacerthia striaticollis";"Anabacerthia striaticollis"
"2380";"Philydor erythropterum";"Philydor erythropterum"
"2381";"Anabacerthia amaurotis";"Anabacerthia amaurotis"
"2382";"Anabacerthia lichtensteini";"Anabacerthia lichtensteini"
"2383";"Philydor atricapillus";"Philydor atricapillus"
"2384";"Syndactyla ucayalae";"Syndactyla ucayalae"
"2385";"Syndactyla striata";"Syndactyla striata"
"2386";"Anabazenops fuscus";"Anabazenops fuscus"
"2387";"Thripadectes ignobilis";"Thripadectes ignobilis"
"2388";"Thripadectes virgaticeps";"Thripadectes virgaticeps"
"2389";"Thripadectes melanorhynchus";"Thripadectes melanorhynchus"
"2390";"Thripadectes holostictus";"Thripadectes holostictus"
"2391";"Thripadectes flammulatus";"Thripadectes flammulatus"
"2392";"Thripadectes scrutator";"Thripadectes scrutator"
"2393";"Automolus infuscatus";"Automolus infuscatus"
"2394";"Sclerurus rufigularis";"Sclerurus rufigularis"
"2395";"Sclerurus albigularis";"Sclerurus albigularis"
"2396";"Sclerurus scansor";"Sclerurus scansor"
"2397";"Microxenops milleri";"Microxenops milleri"
"2398";"Dendrocincla merula";"Dendrocincla merula"
"2399";"Nasica longirostris";"Nasica longirostris"
"2400";"Hylexetastes perrotii";"Hylexetastes perrotii"
"2401";"Xiphocolaptes falcirostris";"Xiphocolaptes falcirostris"
"2402";"Dendrocolaptes hoffmannsi";"Dendrocolaptes hoffmannsi"
"2403";"Xiphorhynchus fuscus";"Xiphorhynchus fuscus"
"2404";"Lepidocolaptes albolineatus";"Lepidocolaptes albolineatus"
"2405";"Campylorhamphus falcularius";"Campylorhamphus falcularius"
"2406";"Campylorhamphus procurvoides";"Campylorhamphus procurvoides"
"2407";"Formicarius colma";"Formicarius colma"
"2408";"Formicarius rufifrons";"Formicarius rufifrons"
"2409";"Chamaeza nobilis";"Chamaeza nobilis"
"2410";"Pittasoma rufopileatum";"Pittasoma rufopileatum"
"2411";"Grallaria squamigera";"Grallaria squamigera"
"2412";"Grallaria excelsa";"Grallaria excelsa"
"2413";"Grallaria kaestneri";"Grallaria kaestneri"
"2414";"Grallaria bangsi";"Grallaria bangsi"
"2415";"Grallaria ruficapilla";"Grallaria ruficapilla"
"2416";"Grallaria albigula";"Grallaria albigula"
"2417";"Grallaria hypoleuca";"Grallaria hypoleuca"
"2418";"Grallaria erythroleuca";"Grallaria erythroleuca"
"2419";"Grallaria griseonucha";"Grallaria griseonucha"
"2420";"Grallaria erythrotis";"Grallaria erythrotis"
"2421";"Grallaria quitensis";"Grallaria quitensis"
"2422";"Grallaria milleri";"Grallaria milleri"
"2423";"Hylopezus ochroleucus";"Hylopezus ochroleucus"
"2424";"Hylopezus nattereri";"Hylopezus nattereri"
"2425";"Myrmothera simplex";"Myrmothera simplex"
"2426";"Grallaricula ferrugineipectus";"Grallaricula ferrugineipectus"
"2427";"Grallaricula peruviana";"Grallaricula peruviana"
"2428";"Conopophaga lineata";"Conopophaga lineata"
"2429";"Conopophaga aurita";"Conopophaga aurita"
"2430";"Conopophaga roberti";"Conopophaga roberti"
"2431";"Conopophaga peruviana";"Conopophaga peruviana"
"2432";"Conopophaga castaneiceps";"Conopophaga castaneiceps"
"2433";"Pteroptochos megapodius";"Pteroptochos megapodius"
"2434";"Scelorchilus albicollis";"Scelorchilus albicollis"
"2435";"Rhinocrypta lanceolata";"Rhinocrypta lanceolata"
"2436";"Teledromas fuscus";"Teledromas fuscus"
"2437";"Liosceles thoracicus";"Liosceles thoracicus"
"2438";"Melanopareia torquata";"Melanopareia torquata"
"2439";"Melanopareia maximiliani";"Melanopareia maximiliani"
"2440";"Melanopareia elegans";"Melanopareia elegans"
"2441";"Myornis senilis";"Myornis senilis"
"2442";"Scytalopus macropus";"Scytalopus macropus"
"2443";"Scytalopus femoralis";"Scytalopus femoralis"
"2444";"Scytalopus vicinior";"Scytalopus vicinior"
"2445";"Scytalopus argentifrons";"Scytalopus argentifrons"
"2446";"Scytalopus superciliaris";"Scytalopus superciliaris"
"2447";"Acropternis orthonyx";"Acropternis orthonyx"
"2448";"Cormobates placens";"Cormobates placens"
"2449";"Cormobates leucophaea";"Cormobates leucophaea"
"2450";"Climacteris affinis";"Climacteris affinis"
"2451";"Climacteris picumnus";"Climacteris picumnus"
"2452";"Ailuroedus crassirostris";"Ailuroedus crassirostris"
"2453";"Amblyornis macgregoriae";"Amblyornis macgregoriae"
"2454";"Amblyornis flavifrons";"Amblyornis flavifrons"
"2455";"Sericulus aureus";"Sericulus aureus"
"2456";"Sericulus chrysocephalus";"Sericulus chrysocephalus"
"2457";"Chlamydera guttata";"Chlamydera guttata"
"2458";"Chlamydera maculata";"Chlamydera maculata"
"2459";"Chlamydera lauterbachi";"Chlamydera lauterbachi"
"2460";"Chlamydera cerviniventris";"Chlamydera cerviniventris"
"2461";"Clytomyias insignis";"Clytomyias insignis"
"2462";"Sipodotus wallacii";"Sipodotus wallacii"
"2463";"Malurus alboscapulatus";"Malurus alboscapulatus"
"2464";"Malurus melanocephalus";"Malurus melanocephalus"
"2465";"Malurus leucopterus";"Malurus leucopterus"
"2466";"Malurus cyaneus";"Malurus cyaneus"
"2467";"Malurus splendens";"Malurus splendens"
"2468";"Malurus amabilis";"Malurus amabilis"
"2469";"Malurus coronatus";"Malurus coronatus"
"2470";"Stipiturus ruficeps";"Stipiturus ruficeps"
"2471";"Stipiturus malachurus";"Stipiturus malachurus"
"2472";"Amytornis barbatus";"Amytornis barbatus"
"2473";"Amytornis goyderi";"Amytornis goyderi"
"2474";"Myzomela pulchella";"Myzomela pulchella"
"2475";"Myzomela dammermani";"Myzomela dammermani"
"2476";"Myzomela erythrocephala";"Myzomela erythrocephala"
"2477";"Myzomela sanguinolenta";"Myzomela sanguinolenta"
"2478";"Myzomela rubratra";"Myzomela rubratra"
"2479";"Myzomela sclateri";"Myzomela sclateri"
"2480";"Myzomela pammelaena";"Myzomela pammelaena"
"2481";"Myzomela eichhorni";"Myzomela eichhorni"
"2482";"Myzomela malaitae";"Myzomela malaitae"
"2483";"Myzomela jugularis";"Myzomela jugularis"
"2484";"Myzomela rosenbergii";"Myzomela rosenbergii"
"2485";"Cissomela pectoralis";"Cissomela pectoralis"
"2486";"Sugomel nigrum";"Sugomel nigrum"
"2487";"Certhionyx variegatus";"Certhionyx variegatus"
"2488";"Lichmera argentauris";"Lichmera argentauris"
"2489";"Lichmera indistincta";"Lichmera indistincta"
"2490";"Lichmera alboauricularis";"Lichmera alboauricularis"
"2491";"Lichmera deningeri";"Lichmera deningeri"
"2492";"Lichmera notabilis";"Lichmera notabilis"
"2493";"Trichodere cockerelli";"Trichodere cockerelli"
"2494";"Microptilotis albonotatus";"Microptilotis albonotatus"
"2495";"Meliphaga notata";"Meliphaga notata"
"2496";"Microptilotis reticulatus";"Microptilotis reticulatus"
"2497";"Guadalcanaria inexpectata";"Guadalcanaria inexpectata"
"2498";"Bolemoreus frenatus";"Bolemoreus frenatus"
"2499";"Gavicalis versicolor";"Gavicalis versicolor"
"2500";"Gavicalis virescens";"Gavicalis virescens"
"2501";"Stomiopera unicolor";"Stomiopera unicolor"
"2502";"Nesoptilotis leucotis";"Nesoptilotis leucotis"
"2503";"Nesoptilotis flavicollis";"Nesoptilotis flavicollis"
"2504";"Lichenostomus melanops";"Lichenostomus melanops"
"2505";"Lichenostomus cratitius";"Lichenostomus cratitius"
"2506";"Ptilotula keartlandi";"Ptilotula keartlandi"
"2507";"Ptilotula flavescens";"Ptilotula flavescens"
"2508";"Ptilotula plumula";"Ptilotula plumula"
"2509";"Ptilotula ornata";"Ptilotula ornata"
"2510";"Xanthotis macleayanus";"Xanthotis macleayanus"
"2511";"Apalopteron familiare";"Apalopteron familiare"
"2512";"Melithreptus lunatus";"Melithreptus lunatus"
"2513";"Melithreptus affinis";"Melithreptus affinis"
"2514";"Melithreptus albogularis";"Melithreptus albogularis"
"2515";"Pycnopygius stictocephalus";"Pycnopygius stictocephalus"
"2516";"Philemon citreogularis";"Philemon citreogularis"
"2517";"Philemon buceroides";"Philemon buceroides"
"2518";"Philemon albitorques";"Philemon albitorques"
"2519";"Philemon eichhorni";"Philemon eichhorni"
"2520";"Philemon corniculatus";"Philemon corniculatus"
"2521";"Melipotes fumigatus";"Melipotes fumigatus"
"2522";"Gymnomyza viridis";"Gymnomyza viridis"
"2523";"Gymnomyza samoensis";"Gymnomyza samoensis"
"2524";"Moho braccatus";"Moho braccatus"
"2525";"Moho bishopi";"Moho bishopi"
"2526";"Moho nobilis";"Moho nobilis"
"2527";"Chaetoptila angustipluma";"Chaetoptila angustipluma"
"2528";"Phylidonyris pyrrhopterus";"Phylidonyris pyrrhopterus"
"2529";"Phylidonyris novaehollandiae";"Phylidonyris novaehollandiae"
"2530";"Phylidonyris niger";"Phylidonyris niger"
"2531";"Purnella albifrons";"Purnella albifrons"
"2532";"Gliciphila melanops";"Gliciphila melanops"
"2533";"Ramsayornis fasciatus";"Ramsayornis fasciatus"
"2534";"Plectorhyncha lanceolata";"Plectorhyncha lanceolata"
"2535";"Conopophila rufogularis";"Conopophila rufogularis"
"2536";"Conopophila whitei";"Conopophila whitei"
"2537";"Acanthorhynchus tenuirostris";"Acanthorhynchus tenuirostris"
"2538";"Acanthorhynchus superciliosus";"Acanthorhynchus superciliosus"
"2539";"Entomyzon cyanotis";"Entomyzon cyanotis"
"2540";"Manorina melanophrys";"Manorina melanophrys"
"2541";"Manorina flavigula";"Manorina flavigula"
"2542";"Acanthagenys rufogularis";"Acanthagenys rufogularis"
"2543";"Anthochaera lunulata";"Anthochaera lunulata"
"2544";"Anthochaera paradoxa";"Anthochaera paradoxa"
"2545";"Epthianura aurifrons";"Epthianura aurifrons"
"2546";"Epthianura crocea";"Epthianura crocea"
"2547";"Epthianura albifrons";"Epthianura albifrons"
"2548";"Pardalotus punctatus";"Pardalotus punctatus"
"2549";"Pardalotus rubricatus";"Pardalotus rubricatus"
"2550";"Dasyornis broadbenti";"Dasyornis broadbenti"
"2551";"Origma solitaria";"Origma solitaria"
"2552";"Sericornis citreogularis";"Sericornis citreogularis"
"2553";"Sericornis frontalis";"Sericornis frontalis"
"2554";"Sericornis humilis";"Sericornis humilis"
"2555";"Sericornis beccarii";"Sericornis beccarii"
"2556";"Sericornis nouhuysi";"Sericornis nouhuysi"
"2557";"Sericornis magnirostra";"Sericornis magnirostra"
"2558";"Sericornis rufescens";"Sericornis rufescens"
"2559";"Pyrrholaemus brunneus";"Pyrrholaemus brunneus"
"2560";"Calamanthus fuliginosus";"Calamanthus fuliginosus"
"2561";"Calamanthus pyrrhopygius";"Calamanthus pyrrhopygius"
"2562";"Calamanthus cautus";"Calamanthus cautus"
"2563";"Acanthiza murina";"Acanthiza murina"
"2564";"Acanthiza pusilla";"Acanthiza pusilla"
"2565";"Acanthiza ewingii";"Acanthiza ewingii"
"2566";"Acanthiza reguloides";"Acanthiza reguloides"
"2567";"Acanthiza inornata";"Acanthiza inornata"
"2568";"Acanthiza iredalei";"Acanthiza iredalei"
"2569";"Acanthiza uropygialis";"Acanthiza uropygialis"
"2570";"Acanthiza nana";"Acanthiza nana"
"2571";"Acanthiza lineata";"Acanthiza lineata"
"2572";"Acanthiza robustirostris";"Acanthiza robustirostris"
"2573";"Smicrornis brevirostris";"Smicrornis brevirostris"
"2574";"Gerygone chloronota";"Gerygone chloronota"
"2575";"Gerygone palpebrosa";"Gerygone palpebrosa"
"2576";"Gerygone olivacea";"Gerygone olivacea"
"2577";"Gerygone tenebrosa";"Gerygone tenebrosa"
"2578";"Gerygone inornata";"Gerygone inornata"
"2579";"Gerygone levigaster";"Gerygone levigaster"
"2580";"Gerygone fusca";"Gerygone fusca"
"2581";"Gerygone insularis";"Gerygone insularis"
"2582";"Gerygone igata";"Gerygone igata"
"2583";"Gerygone albofrontata";"Gerygone albofrontata"
"2584";"Aphelocephala nigricincta";"Aphelocephala nigricincta"
"2585";"Monachella muelleriana";"Monachella muelleriana"
"2586";"Microeca fascinans";"Microeca fascinans"
"2587";"Petroica archboldi";"Petroica archboldi"
"2588";"Petroica goodenovii";"Petroica goodenovii"
"2589";"Petroica rosea";"Petroica rosea"
"2590";"Petroica rodinogaster";"Petroica rodinogaster"
"2591";"Petroica australis";"Petroica australis"
"2592";"Tregellasia leucops";"Tregellasia leucops"
"2593";"Tregellasia capito";"Tregellasia capito"
"2594";"Eopsaltria australis";"Eopsaltria australis"
"2595";"Eopsaltria griseogularis";"Eopsaltria griseogularis"
"2596";"Quoyornis georgianus";"Quoyornis georgianus"
"2597";"Poecilodryas brachyura";"Poecilodryas brachyura"
"2598";"Plesiodryas albonotata";"Plesiodryas albonotata"
"2599";"Peneothello sigillata";"Peneothello sigillata"
"2600";"Peneothello bimaculata";"Peneothello bimaculata"
