"";"ED_median";"ES_median"
"Tragopan_satyra";5,69936532651486;5,55087047878314
"Tragopan_melanocephalus";6,16248028262022;5,83826736850909
"Tragopan_blythii";6,82032260220916;6,99807056772644
"Ithaginis_cruentus";6,70145494526943;7,38110288649878
"Afropavo_congensis";6,43381431581401;6,10374595110181
"Pavo_muticus";6,02293169370812;5,57022180911659
"Pavo_cristatus";6,33648735158867;5,69199428662503
"Haematortyx_sanguiniceps";5,93989577174711;5,73078369703068
"Galloperdix_bicalcarata";5,56349084702406;4,89671778779405
"Galloperdix_spadicea";5,69356280820936;5,65522450342065
"Galloperdix_lunulata";5,66915379619894;5,1511530716134
"Polyplectron_napoleonis";5,58633899908416;5,02329077073126
"Polyplectron_katsumatae";5,34817562223822;4,5771747150265
"Polyplectron_germaini";5,57592802996277;4,65036841362192
"Polyplectron_inopinatum";5,62598328072902;4,91019454313229
"Polyplectron_bicalcaratum";5,58905211899777;5,11170737273649
"Polyplectron_chalcurum";5,52521023361005;4,79764113120462
"Polyplectron_malacense";5,53543991312676;4,75152790404367
"Polyplectron_schleiermacheri";5,35518063463608;4,89638346294162
"Gallus_varius";5,68360382662046;5,35580050254231
"Gallus_gallus";5,86364613757769;5,49956574380641
"Gallus_lafayetii";5,58193578644995;5,20383110220913
"Gallus_sonneratii";5,12931657996424;4,75720641800809
"Bambusicola_fytchii";4,8099311179019;4,36315095933577
"Bambusicola_thoracicus";5,33834075351537;5,26334675646486
"Francolinus_streptophorus";5,18931634096371;5,12073584644586
"Francolinus_psilolaemus";4,77293090272091;4,09209341502448
"Francolinus_finschi";4,57399832241093;4,03677505165445
"Francolinus_shelleyi";4,62354708813828;4,17050738683405
"Francolinus_levaillantoides";5,19199036285741;4,93302467377161
"Francolinus_levaillantii";5,4186094513195;5,04805764918488
"Francolinus_africanus";5,59033710628984;4,69533504656281
