"";"Rb";"AV";"FV";"NN"
"Sicista kazbegica";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Eozapus setchuanus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Napaeozapus insignis";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Zapus hudsonius";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Zapus princeps";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Zapus trinotatus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Monticolomys koopmani";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Nesomys lambertoni";0,0147931097301973;0,732816721529126;0,732681014728843;0
"Nesomys rufus";0,0147931097301973;0,732816721529126;0,732681014728843;0
"Nesomys audeberti";0,0147931097301973;0,732816721529126;0,732681014728843;0
"Voalavo gymnocaudus";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Eliurus antsingy";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Eliurus petteri";0,0110129533947399;0,50395866020105;0,503865334523235;0
"Eliurus penicillatus";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Eliurus myoxinus";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Eliurus minor";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Eliurus webbi";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Eliurus majori";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Eliurus tanala";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Eliurus grandidieri";0,0153557685913572;0,765479782131048;0,765338026615838;0
"Eliurus ellermani";0,0153557685913572;0,765479782131048;0,765338026615838;0
