"";"Rb";"AV";"FV";"NN"
"Pterodroma phaeopygia";0,010805749257048;0,68332212307474;0,683253742996377;0
"Pterodroma neglecta";0,0077840554676235;0,435284689782548;0,435241130822297;0
"Pterodroma externa";0,010805749257048;0,68332212307474;0,683253742996377;0
"Pterodroma baraui";0,00847487823105451;0,49450830150344;0,494458816033461;0
"Pterodroma ultima";0,0077840554676235;0,435284689782548;0,435241130822297;0
"Pterodroma solandri";0,00909883524403241;0,545993401156633;0,545938763570207;0
"Pterodroma macroptera";0,00847487823105452;0,49450830150344;0,494458816033461;0
"Pterodroma magentae";0,0077840554676235;0,435284689782548;0,435241130822297;0
"Pterodroma lessonii";0,00804028416183841;0,457789345639866;0,4577435346376;0
"Pterodroma madeira";0,00847487823105452;0,49450830150344;0,494458816033461;0
"Pterodroma feae";0,010805749257048;0,68332212307474;0,683253742996377;0
"Pterodroma mollis";0,00804028416183841;0,457789345639866;0,4577435346376;0
"Pterodroma incerta";0,00847487823105452;0,49450830150344;0,494458816033461;0
"Pterodroma cahow";0,00804028416183841;0,457789345639866;0,4577435346376;0
"Pterodroma hasitata";0,010805749257048;0,68332212307474;0,683253742996377;0
"Halobaena caerulea";0,00847487823105451;0,49450830150344;0,494458816033461;0
"Pachyptila vittata";0,00847487823105451;0,49450830150344;0,494458816033461;0
"Pachyptila salvini";0,00847487823105451;0,49450830150344;0,494458816033461;0
"Pachyptila desolata";0,00804028416183841;0,457789345639866;0,4577435346376;0
"Pachyptila belcheri";0,00804028416183841;0,457789345639866;0,4577435346376;0
"Pachyptila turtur";0,00804028416183841;0,457789345639866;0,4577435346376;0
"Pachyptila crassirostris";0,00804028416183841;0,457789345639866;0,4577435346376;0
"Bulweria bulwerii";0,010805749257048;0,68332212307474;0,683253742996377;0
"Bulweria fallax";0,010805749257048;0,68332212307474;0,683253742996377;0
"Procellaria aequinoctialis";0,00909883524403241;0,545993401156633;0,545938763570207;0
"Procellaria parkinsoni";0,00847487823105452;0,49450830150344;0,494458816033461;0
"Procellaria westlandica";0,00872294247869903;0,515008996754497;0,514957459778938;0
"Procellaria cinerea";0,0103597975063684;0,64783790307336;0,647773073902633;0
"Calonectris diomedea";0,0111102831451507;0,706555500638706;0,706484795595112;0
"Calonectris leucomelas";0,010805749257048;0,68332212307474;0,683253742996377;0
"Puffinus pacificus";0,0126461428977109;0,827162228547075;0,827079454382305;0
"Puffinus bulleri";0,00989404700677771;0,610470617832722;0,610409528008062;0
"Puffinus carneipes";0,010805749257048;0,68332212307474;0,683253742996377;0
"Puffinus creatopus";0,010805749257048;0,68332212307474;0,683253742996377;0
"Puffinus gravis";0,0111102831451507;0,706555500638706;0,706484795595112;0
"Puffinus griseus";0,0126461428977109;0,827162228547075;0,827079454382305;0
"Puffinus tenuirostris";0,0126461428977109;0,827162228547075;0,827079454382305;0
"Puffinus nativitatis";0,010805749257048;0,68332212307474;0,683253742996377;0
"Puffinus puffinus";0,0132683452084809;0,874936754317498;0,874849199353592;0
"Puffinus yelkouan";0,0113858043953702;0,729023762858584;0,728950809414887;0
"Puffinus auricularis";0,010805749257048;0,68332212307474;0,683253742996377;0
"Puffinus opisthomelas";0,0145692042976585;0,973128743816071;0,97303136277496;0
"Puffinus gavia";0,010805749257048;0,68332212307474;0,683253742996377;0
"Puffinus huttoni";0,010805749257048;0,68332212307474;0,683253742996377;0
"Puffinus assimilis";0,00989404700677772;0,610470617832722;0,610409528008062;0
"Puffinus lherminieri";0,00989404700677772;0,610470617832722;0,610409528008062;0
"Puffinus heinrothi";0,0117606598556382;0,758328643616793;0,758252757632242;0
"Pelecanoides garnotii";0,010805749257048;0,68332212307474;0,683253742996377;0
"Pelecanoides magellani";0,00847487823105452;0,49450830150344;0,494458816033461;0
"Pelecanoides georgicus";0,00804028416183841;0,457789345639866;0,4577435346376;0
"Pelecanoides urinatrix";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Diomedea exulans";0,00804028416183841;0,457789345639866;0,4577435346376;0
"Diomedea amsterdamensis";0,010805749257048;0,68332212307474;0,683253742996377;0
"Diomedea epomophora";0,00804028416183841;0,457789345639866;0,4577435346376;0
"Phoebastria irrorata";0,00989404700677772;0,610470617832722;0,610409528008062;0
"Phoebastria albatrus";0,00909883524403241;0,545993401156633;0,545938763570207;0
"Phoebastria nigripes";0,0132683452084809;0,874936754317498;0,874849199353592;0
"Phoebastria immutabilis";0,00909883524403241;0,545993401156633;0,545938763570207;0
"Thalassarche melanophrys";0,010805749257048;0,68332212307474;0,683253742996377;0
"Thalassarche cauta";0,00989404700677772;0,610470617832722;0,610409528008062;0
"Thalassarche chrysostoma";0,00989404700677772;0,610470617832722;0,610409528008062;0
"Thalassarche chlororhynchos";0,010805749257048;0,68332212307474;0,683253742996377;0
"Thalassarche bulleri";0,00909883524403241;0,545993401156633;0,545938763570207;0
"Phoebetria fusca";0,00804028416183841;0,457789345639866;0,4577435346376;0
"Phoebetria palpebrata";0,00804028416183841;0,457789345639866;0,4577435346376;0
"Oceanites oceanicus";0,00944036164373662;0,573845013659264;0,573787588960609;0
"Oceanites gracilis";0,010805749257048;0,68332212307474;0,683253742996377;0
"Garrodia nereis";0,00847487823105452;0,49450830150344;0,494458816033461;0
"Pelagodroma marina";0,00989404700677772;0,610470617832722;0,610409528008062;0
"Fregetta tropica";0,0108057492570481;0,68332212307474;0,683253742996377;0
