"";"dietori";"activityori";"massori";"meanori"
"Arborophila gingica";0,0045817084342906;0,000121430967291621;0,00015776292579447;0,00162030077579223
"Arborophila davidi";0,0124976120275569;0,000121430967291621;0,000158285459097236;0,00425910948464859
"Arborophila cambodiana";0,0124976120275569;0,000121430967291621;0,00017348504115302;0,00426417601200051
"Arborophila rubrirostris";0,0124976120275569;0,000121430967291621;0,000165227311115721;0,00426142343532141
"Arborophila ardens";0,00114795133505111;0,000121430967291621;0,000194701176214086;0,000488027826185606
"Arborophila chloropus";0,0045817084342906;0,000121430967291621;0,000130652557395883;0,00161126398632603
"Arborophila charltonii";0,0045817084342906;0,000121430967291621;0,000172061496259879;0,00162506696594737
"Caloperdix oculeus";0,00758990597188241;0,000121430967291621;0,000122204263508243;0,00261118040089409
"Haematortyx sanguiniceps";0,00143064326221283;0,000121430967291621;0,000206617670444371;0,000586230633316274
"Rollulus rouloul";0,00163619761067631;0,000121430967291621;0,000157844396492774;0,000638490991486902
"Ptilopachus petrosus";0,0259435052900009;0,000121430967291621;0,000140397196690683;0,00873511115132774
"Bambusicola fytchii";0,00758990597188241;0,000121430967291621;0,000190153023748284;0,00263382998764077
"Bambusicola thoracicus";0,0101511330960565;0,000121430967291621;0,000176497184390699;0,00348302041591294
"Galloperdix spadicea";0,0154381340482561;0,000121430967291621;0,000218691286426565;0,00525941876732476
"Galloperdix lunulata";0,0161516311659636;0,000121430967291621;0,00018736165320761;0,00548680792882094
"Galloperdix bicalcarata";0,00337244173089777;0,000121430967291621;0,000198634330007734;0,00123083567606571
"Ithaginis cruentus";0,0930351502864034;0,000251428617012237;0,000264980412452247;0,0311838531052893
"Tragopan melanocephalus";0,0178829860755529;0,000251428617012237;0,000733243364518317;0,00628921935236115
"Tragopan satyra";0,00631873248340569;0,000983425495183799;0,000588683258515045;0,00263028041236818
"Tragopan blythii";0,041712699407374;0,000121430967291621;0,000742271169444696;0,0141921338480368
"Tragopan temminckii";0,0212346455892044;0,000121430967291621;0,000462366508641707;0,00727281435504591
"Tragopan caboti";0,0121992850896324;0,00119991090482073;0,000435486684222492;0,00461156089289187
"Pucrasia macrolopha";0,00758990597188241;0,000121430967291621;0,000346648984507469;0,00268599530789383
"Lophophorus impejanus";0,0235227779363601;0,000121430967291621;0,000688967614421914;0,00811105883935788
"Lophophorus sclateri";0,0121992850896324;0,000121430967291621;0,000748199123586855;0,00435630506017029
"Lophophorus lhuysii";0,00631873248340569;0,000121430967291621;0,000870706789738287;0,00243695674681187
"Gallus gallus";0,0346516905438548;0,000121430967291621;0,000343357901478319;0,0117054931375416
"Gallus sonneratii";0,122770705887477;0,000121430967291621;0,000317774387255786;0,0410699704140081
"Gallus lafayetii";0,100421578477908;0,000121430967291621;0,000328260474129174;0,0336237566397763
"Gallus varius";0,0311502930967649;0,000121430967291621;0,000346563360948525;0,0105394291416683
"Lophura leucomelanos";0,0282916366106891;0,000121430967291621;0,000336401032433935;0,00958315620347155
"Lophura nycthemera";0,0045817084342906;0,000121430967291621;0,000380580520236896;0,00169457330727304
"Lophura edwardsi";0,0182842601767779;0,000121430967291621;0,000336453123391107;0,00624738142248688
"Lophura swinhoii";0,0132578820273236;0,000121430967291621;0,00034139823167908;0,00457357040876477
